,aes,consumption,consumptiongaespump,gesgaes,hour,tec,tes,vde,Дата
9,8023,15138,0,1046,09:00,465,5478,93,17.08.2015
10,8084,15679,0,905,10:00,457,5892,125,17.08.2015
11,8010,15636,0,914,11:00,446,6006,161,17.08.2015
12,7993,15920,0,831,12:00,448,6369,175,17.08.2015
13,7982,16024,0,664,13:00,446,6456,192,17.08.2015
14,8005,16336,0,704,14:00,445,6900,147,17.08.2015
15,7938,16213,0,706,15:00,456,6772,158,17.08.2015
16,7945,15968,0,430,16:00,463,6803,147,17.08.2015
17,7995,15965,0,443,17:00,460,6810,88,17.08.2015
18,8000,15845,0,297,18:00,455,6798,74,17.08.2015
19,7984,15612,0,298,19:00,459,6821,20,17.08.2015
20,8013,15794,0,311,20:00,458,6913,40,17.08.2015
21,8031,16936,0,1525,21:00,460,6967,48,17.08.2015
22,8025,16061,0,1423,22:00,456,6323,71,17.08.2015
23,8047,14452,0,294,23:00,465,5463,108,17.08.2015
24,8031,13622,0,44,24,459,4626,105,17.08.2015
0,8031,13622,0,44,00:00,459,4626,105,18.08.2015
1,8040,12835,-439,255,01:00,418,3954,106,18.08.2015
2,8039,12496,-440,45,02:00,465,3909,128,18.08.2015
3,8041,12271,-672,45,03:00,463,3926,130,18.08.2015
4,8047,12184,-652,45,04:00,463,3788,125,18.08.2015
5,8070,12422,-652,45,05:00,468,3780,104,18.08.2015
6,8074,12653,-607,249,06:00,464,3789,115,18.08.2015
7,8085,13512,0,181,07:00,465,4299,85,18.08.2015
8,8101,14198,0,184,08:00,463,5156,70,18.08.2015
9,8109,15056,0,722,09:00,450,5558,78,18.08.2015
10,8066,15361,0,723,10:00,447,5851,98,18.08.2015
11,8070,15429,0,477,11:00,442,6176,115,18.08.2015
12,8073,15400,0,435,12:00,440,6085,173,18.08.2015
13,8110,15563,0,718,13:00,438,5753,167,18.08.2015
14,8119,15652,0,957,14:00,440,5694,189,18.08.2015
15,8174,15583,0,807,15:00,441,5788,223,18.08.2015
16,8204,15494,0,619,16:00,445,5855,109,18.08.2015
17,8216,15467,0,556,17:00,445,5913,72,18.08.2015
18,8205,15509,0,424,18:00,447,6115,33,18.08.2015
19,8199,15401,0,419,19:00,415,6183,16,18.08.2015
20,8216,15566,0,408,20:00,422,6389,56,18.08.2015
21,8226,16646,0,1590,21:00,462,6480,46,18.08.2015
22,8231,15944,0,1596,22:00,461,5619,42,18.08.2015
23,8244,14420,0,343,23:00,458,5058,77,18.08.2015
24,8237,13534,0,92,24,468,4582,79,18.08.2015
0,8237,13534,0,92,00:00,468,4582,79,19.08.2015
1,8213,12713,-435,350,01:00,471,3684,71,19.08.2015
2,8237,12353,-656,450,02:00,411,3729,53,19.08.2015
3,8253,12216,-653,54,03:00,425,3966,58,19.08.2015
4,8248,12123,-654,54,04:00,421,3805,48,19.08.2015
5,8256,12304,-651,226,05:00,420,3823,86,19.08.2015
6,8262,12797,-391,210,06:00,423,4063,53,19.08.2015
7,8277,13462,0,54,07:00,420,4533,47,19.08.2015
8,8300,13987,0,177,08:00,423,5216,70,19.08.2015
9,8286,14918,0,626,09:00,419,5754,65,19.08.2015
10,8299,15092,0,515,10:00,442,6000,78,19.08.2015
11,8289,15217,0,239,11:00,427,6389,109,19.08.2015
12,8285,15098,0,295,12:00,442,6291,101,19.08.2015
13,8244,15228,0,615,13:00,453,6010,112,19.08.2015
14,8237,15383,0,792,14:00,452,5932,92,19.08.2015
15,8239,15249,0,789,15:00,447,5888,80,19.08.2015
16,8244,15269,0,800,16:00,452,5904,66,19.08.2015
17,8235,15271,0,654,17:00,449,5908,49,19.08.2015
18,8238,15048,0,703,18:00,450,5885,30,19.08.2015
19,8248,15004,0,344,19:00,471,6233,11,19.08.2015
20,8220,15195,0,578,20:00,420,6255,7,19.08.2015
21,8249,16252,0,1788,21:00,420,6286,14,19.08.2015
22,8238,15531,0,771,22:00,430,6279,32,19.08.2015
23,8275,14147,0,573,23:00,427,5030,65,19.08.2015
24,8245,13377,-397,434,24,433,4587,113,19.08.2015
0,8245,13377,-397,434,00:00,433,4587,113,20.08.2015
1,8275,12832,-436,287,01:00,432,4048,108,20.08.2015
2,8255,12362,-653,47,02:00,434,3940,130,20.08.2015
3,8260,12221,-654,87,03:00,435,3787,144,20.08.2015
4,8291,12329,-657,45,04:00,435,3779,117,20.08.2015
5,8270,12440,-654,303,05:00,436,3729,107,20.08.2015
6,8277,12869,-391,237,06:00,436,3981,113,20.08.2015
7,8301,13526,0,221,07:00,438,4526,106,20.08.2015
8,8299,14302,0,318,08:00,422,5257,93,20.08.2015
9,8277,15034,0,491,09:00,420,5946,94,20.08.2015
10,8292,15406,0,557,10:00,425,6217,130,20.08.2015
11,8283,15420,0,405,11:00,427,6207,139,20.08.2015
12,8273,15472,0,496,12:00,429,6204,191,20.08.2015
13,8273,15700,0,537,13:00,431,6184,183,20.08.2015
14,8255,15560,0,653,14:00,430,6196,194,20.08.2015
15,8256,15457,0,749,15:00,431,6004,143,20.08.2015
16,8280,15469,0,815,16:00,442,5991,93,20.08.2015
17,8260,15470,0,744,17:00,438,6027,71,20.08.2015
18,8263,15280,0,717,18:00,434,6069,50,20.08.2015
19,8257,15400,0,1071,19:00,441,5777,39,20.08.2015
20,8247,15575,0,1081,20:00,441,6043,37,20.08.2015
21,8244,16622,0,2186,21:00,449,6114,121,20.08.2015
22,8234,15758,0,1483,22:00,445,5748,104,20.08.2015
23,8225,14134,0,802,23:00,448,4764,131,20.08.2015
24,8257,13340,-41,424,24,450,4036,154,20.08.2015
0,8257,13340,-41,424,00:00,450,4036,154,21.08.2015
1,8249,12663,-440,221,01:00,451,3948,183,21.08.2015
2,8258,12442,-657,245,02:00,450,3907,176,21.08.2015
3,8266,12127,-655,47,03:00,446,3836,171,21.08.2015
4,8251,12110,-652,47,04:00,439,3757,155,21.08.2015
5,8237,12114,-655,47,05:00,433,3850,167,21.08.2015
6,8222,12494,-390,47,06:00,457,3988,135,21.08.2015
7,8257,13353,0,219,07:00,457,4290,132,21.08.2015
8,8290,13946,0,337,08:00,463,4960,87,21.08.2015
9,8304,14897,0,776,09:00,462,5378,122,21.08.2015
10,8272,15143,0,726,10:00,462,5701,181,21.08.2015
11,8259,15026,0,452,11:00,455,5854,235,21.08.2015
12,8266,15162,0,501,12:00,456,5793,312,21.08.2015
13,8274,15327,0,635,13:00,456,5747,297,21.08.2015
14,8235,15353,0,535,14:00,479,5950,227,21.08.2015
15,8228,15206,0,531,15:00,473,5954,239,21.08.2015
16,8243,15170,0,832,16:00,475,5472,172,21.08.2015
17,8238,15075,0,1130,17:00,470,5200,109,21.08.2015
18,8235,15223,0,1338,18:00,473,5179,81,21.08.2015
19,8249,15031,0,739,19:00,470,5713,47,21.08.2015
20,8270,15355,0,1076,20:00,474,5805,60,21.08.2015
21,8256,16530,0,2114,21:00,475,5859,142,21.08.2015
22,8241,15499,0,1470,22:00,481,5397,149,21.08.2015
23,8247,14042,0,206,23:00,481,5125,171,21.08.2015
24,8251,13260,-58,44,24,478,4698,165,21.08.2015
0,8251,13260,-58,44,00:00,478,4698,165,22.08.2015
1,8256,12796,-439,437,01:00,484,3831,164,22.08.2015
2,8263,12300,-436,45,02:00,453,3868,183,22.08.2015
3,8243,12132,-434,93,03:00,449,3770,167,22.08.2015
4,8226,12216,-653,317,04:00,454,3802,140,22.08.2015
5,8257,12097,-652,237,05:00,449,3769,161,22.08.2015
6,8219,12448,-612,245,06:00,483,4103,151,22.08.2015
7,8251,12780,-219,47,07:00,487,4327,139,22.08.2015
8,8424,13078,0,53,08:00,486,4350,134,22.08.2015
9,8509,13891,0,438,09:00,485,4424,213,22.08.2015
10,8550,14286,0,490,10:00,480,4742,261,22.08.2015
11,8553,14652,0,486,11:00,477,4937,326,22.08.2015
12,8597,14868,0,592,12:00,479,4879,343,22.08.2015
13,8702,14849,0,541,13:00,477,4931,342,22.08.2015
14,8810,14782,0,256,14:00,477,4960,292,22.08.2015
15,8809,14769,0,791,15:00,480,4633,252,22.08.2015
16,8826,14691,0,846,16:00,481,4592,186,22.08.2015
17,8771,14683,0,845,17:00,474,4572,156,22.08.2015
18,8738,14743,0,736,18:00,474,4967,120,22.08.2015
19,8626,14802,0,683,19:00,470,5225,101,22.08.2015
20,8573,14958,0,995,20:00,479,5251,65,22.08.2015
21,8342,16103,0,2429,21:00,479,5362,65,22.08.2015
22,8242,15401,0,1754,22:00,476,5327,111,22.08.2015
23,8260,14079,0,609,23:00,478,4963,148,22.08.2015
24,8340,13372,0,252,24,478,4173,198,22.08.2015
0,8340,13372,0,252,00:00,478,4173,198,23.08.2015
1,8194,12515,0,114,01:00,463,3749,179,23.08.2015
2,8210,12100,-436,62,02:00,470,4000,156,23.08.2015
3,8219,11951,-434,62,03:00,478,4178,145,23.08.2015
4,8246,11950,-437,63,04:00,481,4189,135,23.08.2015
5,8264,11930,-657,263,05:00,477,4179,129,23.08.2015
6,8277,11929,-652,382,06:00,443,4181,126,23.08.2015
7,8273,12301,-219,62,07:00,459,4481,127,23.08.2015
8,8304,12629,-219,386,08:00,460,4408,111,23.08.2015
9,8307,13277,0,564,09:00,457,4713,117,23.08.2015
10,8309,13721,0,823,10:00,445,4834,129,23.08.2015
11,8309,14005,0,858,11:00,448,4921,192,23.08.2015
12,8371,14181,0,637,12:00,443,5297,248,23.08.2015
13,8339,14099,0,549,13:00,450,5206,255,23.08.2015
14,8333,14094,0,494,14:00,418,5381,272,23.08.2015
15,8357,14045,0,286,15:00,419,5583,244,23.08.2015
16,8340,14122,0,508,16:00,459,5393,240,23.08.2015
17,8342,14130,0,616,17:00,470,5444,186,23.08.2015
18,8336,14271,0,782,18:00,470,5522,150,23.08.2015
19,8329,14226,0,849,19:00,426,5606,95,23.08.2015
20,8313,14425,0,1103,20:00,415,5669,50,23.08.2015
21,8323,15602,0,2293,21:00,412,5734,44,23.08.2015
22,8293,14650,0,2163,22:00,414,4756,75,23.08.2015
23,8333,13390,0,1569,23:00,456,4058,83,23.08.2015
24,8358,12826,0,775,24,452,3868,156,23.08.2015
0,8358,12826,0,775,00:00,452,3868,156,24.08.2015
1,8340,12318,-8,47,01:00,453,4360,148,24.08.2015
2,8349,11967,-437,45,02:00,458,4271,143,24.08.2015
3,8398,11948,-436,47,03:00,457,3937,145,24.08.2015
4,8387,11839,-436,45,04:00,456,3931,156,24.08.2015
5,8381,11702,-655,333,05:00,456,3853,186,24.08.2015
6,8413,11992,-654,281,06:00,452,4081,169,24.08.2015
7,8377,12408,-649,299,07:00,455,4675,133,24.08.2015
8,8373,12789,-219,55,08:00,451,5147,129,24.08.2015
9,8386,13767,0,83,09:00,453,5641,165,24.08.2015
10,8393,14319,0,512,10:00,452,5777,233,24.08.2015
11,8375,14522,0,530,11:00,453,5874,286,24.08.2015
12,8346,14748,0,688,12:00,478,5993,239,24.08.2015
13,8344,14781,0,681,13:00,475,6090,182,24.08.2015
14,8315,14691,0,613,14:00,472,6072,220,24.08.2015
15,8322,14550,0,575,15:00,474,6062,172,24.08.2015
16,8322,14664,0,667,16:00,473,6051,156,24.08.2015
17,8325,14562,0,800,17:00,475,5982,108,24.08.2015
18,8329,14542,0,803,18:00,471,5989,54,24.08.2015
19,8325,14673,0,780,19:00,470,6151,17,24.08.2015
20,8322,14866,0,1119,20:00,477,6194,3,24.08.2015
21,8355,16107,0,2579,21:00,442,6045,37,24.08.2015
22,8344,15150,0,2496,22:00,434,5001,86,24.08.2015
23,8347,13852,0,1217,23:00,437,4671,187,24.08.2015
24,8345,13006,0,529,24,432,4370,204,24.08.2015
0,8345,13006,0,529,00:00,432,4370,204,25.08.2015
1,8450,12339,-438,62,01:00,433,4549,195,25.08.2015
2,8356,12107,-438,62,02:00,430,4169,164,25.08.2015
3,8372,11845,-655,205,03:00,426,3941,158,25.08.2015
4,8394,11804,-653,197,04:00,457,3902,141,25.08.2015
5,8425,11927,-654,141,05:00,460,4154,131,25.08.2015
6,8421,12441,-613,226,06:00,464,4531,127,25.08.2015
7,8497,13277,0,233,07:00,437,4842,125,25.08.2015
8,8546,14159,0,61,08:00,432,5969,111,25.08.2015
9,8502,15019,0,398,09:00,433,6432,175,25.08.2015
10,8630,15311,0,786,10:00,441,6093,237,25.08.2015
11,8678,15490,0,765,11:00,452,6061,313,25.08.2015
12,8751,15521,0,891,12:00,445,5880,346,25.08.2015
13,8831,15663,0,1168,13:00,444,5567,354,25.08.2015
14,8860,15802,0,1114,14:00,472,5739,344,25.08.2015
15,8887,15748,0,1073,15:00,478,5766,289,25.08.2015
16,8928,15790,0,1064,16:00,476,5856,206,25.08.2015
17,8939,15675,0,659,17:00,474,6169,219,25.08.2015
18,8944,15524,0,618,18:00,471,6229,146,25.08.2015
19,8948,15566,0,721,19:00,471,6242,83,25.08.2015
20,8971,15852,0,1133,20:00,464,6291,60,25.08.2015
21,8992,17069,0,2230,21:00,465,6363,57,25.08.2015
22,9009,16010,0,1084,22:00,463,6311,66,25.08.2015
23,8950,14367,0,72,23:00,466,5653,61,25.08.2015
24,9005,13482,-41,236,24,478,4440,65,25.08.2015
0,9005,13482,-41,236,00:00,478,4440,65,26.08.2015
1,8919,12775,-55,230,01:00,471,3747,73,26.08.2015
2,8901,12486,-442,184,02:00,465,3756,65,26.08.2015
3,8896,12232,-881,314,03:00,469,3728,60,26.08.2015
4,8861,12202,-656,46,04:00,469,3712,61,26.08.2015
5,8923,12349,-656,46,05:00,472,3761,61,26.08.2015
6,8931,12798,-396,188,06:00,475,3912,54,26.08.2015
7,8943,13590,0,244,07:00,474,4521,51,26.08.2015
8,8977,14261,0,43,08:00,474,5700,58,26.08.2015
9,8988,15103,0,479,09:00,474,5649,106,26.08.2015
10,9001,15359,0,539,10:00,474,5849,147,26.08.2015
11,8997,15359,0,762,11:00,487,5567,190,26.08.2015
12,9009,15560,0,861,12:00,485,5552,221,26.08.2015
13,8996,15608,0,994,13:00,476,5569,225,26.08.2015
14,9029,15997,0,757,14:00,467,6163,236,26.08.2015
15,9008,15884,0,572,15:00,472,6294,196,26.08.2015
16,9036,15897,0,574,16:00,474,6275,158,26.08.2015
17,9060,15822,-3,523,17:00,475,6367,80,26.08.2015
18,9048,15837,-3,683,18:00,472,6355,55,26.08.2015
19,9106,15710,0,559,19:00,469,6425,16,26.08.2015
20,9063,15956,0,895,20:00,465,6491,10,26.08.2015
21,9081,17134,0,1931,21:00,472,6688,9,26.08.2015
22,9067,15973,0,861,22:00,457,6516,12,26.08.2015
23,9085,14405,0,465,23:00,455,5303,14,26.08.2015
24,9109,13486,-41,174,24,458,4372,10,26.08.2015
0,9109,13486,-41,174,00:00,458,4372,10,27.08.2015
1,9143,12913,-441,314,01:00,462,4009,10,27.08.2015
2,9146,12524,-439,46,02:00,463,3915,16,27.08.2015
3,9150,12360,-878,290,03:00,461,3917,41,27.08.2015
4,9152,12220,-659,46,04:00,445,3894,36,27.08.2015
5,9160,12325,-660,46,05:00,444,3910,70,27.08.2015
6,9120,12840,-398,222,06:00,455,4054,83,27.08.2015
7,9115,13602,0,394,07:00,464,4455,84,27.08.2015
8,9141,14330,0,75,08:00,464,5661,62,27.08.2015
9,9146,15189,0,359,09:00,459,6123,91,27.08.2015
10,9127,15677,0,554,10:00,436,6264,132,27.08.2015
11,9126,15684,0,499,11:00,439,6249,169,27.08.2015
12,9103,15766,0,535,12:00,472,6327,199,27.08.2015
13,9097,15881,0,279,13:00,476,6666,212,27.08.2015
14,9091,16117,0,509,14:00,477,6675,222,27.08.2015
15,9074,16031,0,719,15:00,474,6441,215,27.08.2015
16,9080,16100,0,775,16:00,472,6451,174,27.08.2015
17,9027,15948,0,753,17:00,465,6450,155,27.08.2015
18,9035,15926,0,940,18:00,460,6437,100,27.08.2015
19,9016,15762,0,701,19:00,454,6796,61,27.08.2015
20,9032,16337,0,871,20:00,459,6898,47,27.08.2015
21,9056,17353,0,2099,21:00,453,6949,32,27.08.2015
22,9057,16297,0,1202,22:00,433,6656,24,27.08.2015
23,9064,14645,0,72,23:00,452,6149,37,27.08.2015
24,9048,13577,-41,97,24,459,4757,41,27.08.2015
0,9048,13577,-41,97,00:00,459,4757,41,28.08.2015
1,9087,12981,-443,506,01:00,454,4128,67,28.08.2015
2,9053,12517,-442,176,02:00,459,3980,34,28.08.2015
3,9099,12342,-874,408,03:00,460,3954,24,28.08.2015
4,9097,12263,-656,86,04:00,457,3909,12,28.08.2015
5,9102,12391,-656,184,05:00,466,3933,7,28.08.2015
6,9076,12739,-396,328,06:00,466,4010,14,28.08.2015
7,9091,13508,0,586,07:00,463,4237,36,28.08.2015
8,9119,14310,0,408,08:00,455,5172,57,28.08.2015
9,9102,15121,0,796,09:00,454,5606,89,28.08.2015
10,9106,15435,0,658,10:00,454,5980,135,28.08.2015
11,9082,15480,0,565,11:00,463,6173,173,28.08.2015
12,9059,15608,0,524,12:00,452,6253,204,28.08.2015
13,9023,15922,0,921,13:00,458,6169,194,28.08.2015
14,9040,15896,0,856,14:00,449,6223,214,28.08.2015
15,9042,15887,0,746,15:00,459,6396,193,28.08.2015
16,9037,15857,0,714,16:00,455,6447,151,28.08.2015
17,9029,15644,0,529,17:00,460,6440,115,28.08.2015
18,8997,15617,0,497,18:00,458,6564,62,28.08.2015
19,9012,15563,0,500,19:00,453,6642,12,28.08.2015
20,9005,15894,0,855,20:00,458,6693,6,28.08.2015
21,9025,16756,0,1741,21:00,459,6729,14,28.08.2015
22,9029,15816,0,1043,22:00,459,6404,19,28.08.2015
23,9047,14469,0,326,23:00,459,5482,15,28.08.2015
24,9054,13573,-45,40,24,461,5072,9,28.08.2015
0,9054,13573,-45,40,00:00,461,5072,9,29.08.2015
1,9088,13083,-442,536,01:00,462,4236,4,29.08.2015
2,9042,12565,-444,84,02:00,460,4161,4,29.08.2015
3,9047,12339,-675,96,03:00,461,4238,0,29.08.2015
4,9070,12239,-656,40,04:00,463,4232,0,29.08.2015
5,9053,12297,-657,40,05:00,462,4202,0,29.08.2015
6,9032,12531,-657,224,06:00,457,4356,1,29.08.2015
7,9076,12980,-399,154,07:00,455,4576,8,29.08.2015
8,9085,13360,0,182,08:00,454,4717,41,29.08.2015
9,9090,14259,0,82,09:00,455,5599,89,29.08.2015
10,9081,15014,0,452,10:00,450,5943,136,29.08.2015
11,9065,15199,0,332,11:00,449,6201,167,29.08.2015
12,9041,15390,0,529,12:00,453,6260,194,29.08.2015
13,9057,15581,0,632,13:00,448,6258,199,29.08.2015
14,9027,15536,0,645,14:00,450,6331,216,29.08.2015
15,9022,15457,0,503,15:00,444,6366,188,29.08.2015
16,9000,15500,0,551,16:00,442,6340,179,29.08.2015
17,9027,15356,0,463,17:00,444,6367,129,29.08.2015
18,8996,15415,-3,675,18:00,444,6353,101,29.08.2015
19,9050,15444,0,616,19:00,450,6356,61,29.08.2015
20,9021,15751,0,1094,20:00,443,6385,47,29.08.2015
21,9022,16730,0,1985,21:00,446,6452,76,29.08.2015
22,9043,15732,0,732,22:00,440,6483,90,29.08.2015
23,9058,14519,0,62,23:00,440,6041,128,29.08.2015
24,9073,13626,0,42,24,441,4858,139,29.08.2015
0,9073,13626,0,42,00:00,441,4858,139,30.08.2015
1,9061,12824,0,327,01:00,441,3786,108,30.08.2015
2,9083,12508,-438,104,02:00,430,3954,83,30.08.2015
3,9093,12299,-438,44,03:00,432,3802,201,30.08.2015
4,9090,12126,-879,248,04:00,443,3550,226,30.08.2015
5,9093,11998,-669,44,05:00,442,3543,217,30.08.2015
6,9115,12310,-660,176,06:00,439,3568,226,30.08.2015
7,9151,12531,-438,259,07:00,448,3602,217,30.08.2015
8,9152,12704,0,46,08:00,442,3741,145,30.08.2015
9,9132,13531,0,44,09:00,443,4724,158,30.08.2015
10,9144,14035,0,122,10:00,441,4991,222,30.08.2015
11,9072,14197,0,124,11:00,441,5164,287,30.08.2015
12,9116,14532,0,121,12:00,440,5248,312,30.08.2015
13,9097,14487,0,187,13:00,447,5208,318,30.08.2015
14,9104,14600,0,221,14:00,467,5335,280,30.08.2015
15,9062,14556,0,170,15:00,470,5387,243,30.08.2015
16,9065,14518,0,169,16:00,463,5402,190,30.08.2015
17,9062,14509,0,319,17:00,468,5337,146,30.08.2015
18,9044,14506,0,446,18:00,463,5463,93,30.08.2015
19,9067,14636,0,551,19:00,461,5447,80,30.08.2015
20,9080,15134,0,1237,20:00,460,5523,67,30.08.2015
21,9095,16082,0,2150,21:00,460,5588,79,30.08.2015
22,9057,15195,0,1265,22:00,460,5380,79,30.08.2015
23,9056,13905,0,201,23:00,462,5020,60,30.08.2015
24,9099,13130,0,381,24,462,3927,73,30.08.2015
0,9099,13130,0,381,00:00,462,3927,73,31.08.2015
1,9092,12424,-436,226,01:00,463,3666,105,31.08.2015
2,9104,12129,-439,46,02:00,459,3567,75,31.08.2015
3,9106,11807,-873,44,03:00,459,3556,36,31.08.2015
4,9091,11806,-669,44,04:00,460,3540,24,31.08.2015
5,9116,11998,-653,44,05:00,462,3691,15,31.08.2015
6,9107,12403,-395,44,06:00,465,4038,4,31.08.2015
7,9099,13464,0,368,07:00,466,4309,6,31.08.2015
8,9129,14108,0,71,08:00,468,5319,41,31.08.2015
9,9107,15308,0,398,09:00,468,6193,91,31.08.2015
10,9089,15774,0,601,10:00,464,6303,139,31.08.2015
11,9094,15740,0,595,11:00,458,6330,186,31.08.2015
12,9059,15911,0,696,12:00,460,6307,200,31.08.2015
13,9056,16142,0,956,13:00,457,6281,216,31.08.2015
14,9037,16393,0,862,14:00,459,6610,233,31.08.2015
15,9047,16207,0,692,15:00,466,6698,241,31.08.2015
16,8987,16198,0,794,16:00,464,6719,213,31.08.2015
17,9010,16132,0,655,17:00,465,6709,168,31.08.2015
18,9017,15949,0,682,18:00,464,6608,123,31.08.2015
19,9015,15868,0,873,19:00,467,6583,76,31.08.2015
20,9015,16593,0,1408,20:00,460,6698,93,31.08.2015
21,9010,17508,0,2272,21:00,461,6920,108,31.08.2015
22,9041,16117,0,542,22:00,456,7101,105,31.08.2015
23,9035,14690,-23,57,23:00,462,6438,95,31.08.2015
24,9047,13686,-435,254,24,462,5037,82,31.08.2015
0,9047,13686,-435,254,00:00,462,5037,82,01.09.2015
1,9075,12804,-436,105,01:00,463,4243,122,01.09.2015
2,9068,12372,-438,41,02:00,461,4005,123,01.09.2015
3,9106,12226,-873,113,03:00,476,3967,131,01.09.2015
4,9049,12276,-654,41,04:00,474,3954,107,01.09.2015
5,9084,12418,-652,41,05:00,475,3944,88,01.09.2015
6,9093,12901,-389,227,06:00,471,4213,78,01.09.2015
7,9048,14167,0,399,07:00,473,5052,74,01.09.2015
8,9092,14681,0,44,08:00,480,6056,72,01.09.2015
9,9067,15008,0,74,09:00,476,6222,149,01.09.2015
10,9087,15406,0,212,10:00,479,6369,207,01.09.2015
11,9077,15787,0,303,11:00,479,6667,235,01.09.2015
12,9021,15823,0,912,12:00,464,6246,234,01.09.2015
13,9026,16231,0,1118,13:00,460,6422,256,01.09.2015
14,9009,16475,0,807,14:00,455,7127,275,01.09.2015
15,8994,16431,-3,720,15:00,433,7146,275,01.09.2015
16,8962,16460,-3,684,16:00,438,7218,260,01.09.2015
17,8953,16266,-3,607,17:00,428,7207,230,01.09.2015
18,8974,16033,-3,445,18:00,449,7232,197,01.09.2015
19,8962,15685,0,213,19:00,447,7260,126,01.09.2015
20,8999,16477,0,713,20:00,448,7301,105,01.09.2015
21,8996,17512,0,1628,21:00,451,7466,138,01.09.2015
22,9009,16271,0,749,22:00,457,7145,154,01.09.2015
23,9015,15107,0,60,23:00,456,6469,117,01.09.2015
24,8992,13922,-71,42,24,455,5572,134,01.09.2015
0,8992,13922,-71,42,00:00,455,5572,134,02.09.2015
1,9022,13118,-437,43,01:00,463,4614,101,02.09.2015
2,9021,12715,-668,107,02:00,456,4372,114,02.09.2015
3,9003,12576,-653,43,03:00,464,4289,59,02.09.2015
4,9063,12594,-656,43,04:00,465,4306,112,02.09.2015
5,9059,12690,-656,43,05:00,467,4467,84,02.09.2015
6,9064,13122,-391,43,06:00,465,4775,59,02.09.2015
7,9087,14374,0,226,07:00,454,5312,56,02.09.2015
8,9083,14857,0,44,08:00,455,6162,86,02.09.2015
9,9056,15651,0,72,09:00,464,6791,119,02.09.2015
10,9053,16080,0,214,10:00,479,7132,163,02.09.2015
11,9001,16437,-3,546,11:00,470,7221,194,02.09.2015
12,9077,16558,0,568,12:00,467,7241,215,02.09.2015
13,9048,16866,0,797,13:00,462,7182,229,02.09.2015
14,9009,17031,0,1030,14:00,460,7176,226,02.09.2015
15,9026,17172,0,1100,15:00,461,7207,226,02.09.2015
16,9014,16800,0,948,16:00,468,7148,184,02.09.2015
17,8976,16717,0,928,17:00,466,7159,130,02.09.2015
18,9009,16600,-3,906,18:00,468,7183,73,02.09.2015
19,8998,16282,0,632,19:00,468,7119,36,02.09.2015
20,9005,16929,0,1444,20:00,462,7062,34,02.09.2015
21,9058,17932,0,2339,21:00,465,7249,31,02.09.2015
22,9032,16424,0,871,22:00,463,7232,33,02.09.2015
23,9056,15160,0,62,23:00,461,6713,36,02.09.2015
24,9020,14113,-41,279,24,466,5099,37,02.09.2015
0,9020,14113,-41,279,00:00,466,5099,37,03.09.2015
1,9061,13210,-439,363,01:00,478,4499,36,03.09.2015
2,9043,12949,-441,43,02:00,470,4436,36,03.09.2015
3,9052,12765,-877,407,03:00,465,4401,33,03.09.2015
4,9084,12738,-655,83,04:00,465,4402,29,03.09.2015
5,9074,12596,-658,43,05:00,449,4457,25,03.09.2015
6,9095,13459,-392,44,06:00,462,4883,12,03.09.2015
7,9066,14543,0,444,07:00,460,5370,8,03.09.2015
8,9115,15116,0,300,08:00,458,6294,19,03.09.2015
9,9068,15967,0,397,09:00,465,6945,44,03.09.2015
10,9086,16183,0,171,10:00,462,7304,122,03.09.2015
11,9066,16387,0,260,11:00,455,7433,178,03.09.2015
12,9082,16386,0,172,12:00,464,7459,197,03.09.2015
13,9071,16498,0,429,13:00,465,7401,209,03.09.2015
14,9039,16693,0,862,14:00,452,7226,205,03.09.2015
15,9038,16692,0,985,15:00,456,7174,188,03.09.2015
16,9038,16579,0,949,16:00,437,7160,161,03.09.2015
17,9027,16471,0,1070,17:00,434,6969,111,03.09.2015
18,9037,16020,0,725,18:00,451,6830,113,03.09.2015
19,9021,15949,0,585,19:00,455,6869,93,03.09.2015
20,9036,16829,0,1498,20:00,457,6839,73,03.09.2015
21,9043,17643,0,2146,21:00,460,7311,70,03.09.2015
22,9015,16265,0,853,22:00,463,7236,80,03.09.2015
23,9041,14947,0,325,23:00,466,6050,64,03.09.2015
24,9018,13833,-45,131,24,466,5041,73,03.09.2015
0,9018,13833,-45,131,00:00,466,5041,73,04.09.2015
1,9054,13058,-481,42,01:00,470,4632,48,04.09.2015
2,9064,12642,-720,42,02:00,467,4615,74,04.09.2015
3,9081,12656,-704,42,03:00,469,4542,41,04.09.2015
